trial,year,state,site,plot_id,block,n_trt,plant_n,side_n,vt_tiss_n,vt_biomass_kgha,nni
33,2016,IA,Crawford,101,1,2,40,0,1.57,12010.4,1.1569
33,2016,IA,Crawford,102,1,3,80,0,1.25,13238.8,0.9558
33,2016,IA,Crawford,103,1,9,40,40,1.42,11464.5,1.0281
33,2016,IA,Crawford,104,1,14,40,240,1.48,13989.4,1.1557
33,2016,IA,Crawford,105,1,16,80,160,1.38,17196.8,1.1655
33,2016,IA,Crawford,106,1,13,40,200,1.42,14330.6,1.119
33,2016,IA,Crawford,107,1,10,40,80,1.58,17196.8,1.3344
33,2016,IA,Crawford,108,1,5,160,0,1.53,14740.1,1.2187
33,2016,IA,Crawford,109,1,1,0,0,0.96,8393.7,0.6174
33,2016,IA,Crawford,110,1,4,120,0,1.57,13580.0,1.2122
33,2016,IA,Crawford,111,1,12,40,160,1.47,12283.4,1.0925
33,2016,IA,Crawford,112,1,11,40,120,1.42,13511.7,1.0943
33,2016,IA,Crawford,113,1,15,80,80,1.65,13580.0,1.274
33,2016,IA,Crawford,114,1,6,200,0,1.67,13852.9,1.2992
33,2016,IA,Crawford,115,1,7,240,0,1.59,14603.6,1.262
33,2016,IA,Crawford,116,1,8,280,0,1.57,19994.6,1.4042
33,2016,IA,Crawford,201,2,5,160,0,1.4,12751.4,1.0554
33,2016,IA,Crawford,202,2,16,80,160,1.43,13992.0,1.1167
33,2016,IA,Crawford,203,2,7,240,0,1.67,14750.2,1.3306
33,2016,IA,Crawford,204,2,11,40,120,1.47,13233.8,1.1239
33,2016,IA,Crawford,205,2,1,0,0,0.8,11717.5,0.584
33,2016,IA,Crawford,206,2,12,40,160,1.54,12337.8,1.1465
33,2016,IA,Crawford,207,2,9,40,40,1.44,13647.4,1.1139
33,2016,IA,Crawford,208,2,3,80,0,1.38,14405.6,1.0897
33,2016,IA,Crawford,209,2,4,120,0,1.49,16266.6,1.2321
33,2016,IA,Crawford,210,2,10,40,80,1.48,17093.7,1.2471
33,2016,IA,Crawford,211,2,15,80,80,1.48,12889.2,1.1203
33,2016,IA,Crawford,212,2,8,280,0,1.62,13785.3,1.258
33,2016,IA,Crawford,213,2,2,40,0,1.24,16749.1,1.0368
33,2016,IA,Crawford,214,2,13,40,200,1.6,18196.5,1.3807
33,2016,IA,Crawford,215,2,6,200,0,1.35,17851.9,1.1565
33,2016,IA,Crawford,216,2,14,40,240,1.59,15715.2,1.2977
33,2016,IA,Crawford,301,3,1,0,0,0.84,10045.8,0.5784
33,2016,IA,Crawford,302,3,9,40,40,1.18,13096.8,0.8986
33,2016,IA,Crawford,303,3,12,40,160,1.36,15478.0,1.1036
33,2016,IA,Crawford,304,3,14,40,240,1.44,16073.3,1.1854
33,2016,IA,Crawford,305,3,6,200,0,1.46,13617.7,1.1285
33,2016,IA,Crawford,306,3,13,40,200,1.45,12948.0,1.0995
33,2016,IA,Crawford,307,3,3,80,0,1.42,16891.9,1.1912
33,2016,IA,Crawford,308,3,16,80,160,1.51,14287.4,1.1886
33,2016,IA,Crawford,309,3,11,40,120,1.43,17412.8,1.2135
33,2016,IA,Crawford,310,3,5,160,0,1.59,14287.4,1.2516
33,2016,IA,Crawford,311,3,7,240,0,1.51,17040.7,1.2709
33,2016,IA,Crawford,312,3,4,120,0,1.36,13468.9,1.0468
33,2016,IA,Crawford,313,3,15,80,80,1.43,16445.4,1.1874
33,2016,IA,Crawford,314,3,10,40,80,1.5,15701.3,1.2238
33,2016,IA,Crawford,315,3,8,280,0,1.71,18380.2,1.4812
33,2016,IA,Crawford,316,3,2,40,0,1.08,18305.7,0.9341
33,2016,IA,Crawford,401,4,4,120,0,1.47,14615.9,1.1671
33,2016,IA,Crawford,402,4,16,80,160,1.54,12330.0,1.1462
33,2016,IA,Crawford,403,4,9,40,40,1.11,12122.2,0.8208
33,2016,IA,Crawford,404,4,15,80,80,1.28,13715.4,0.992
33,2016,IA,Crawford,405,4,7,240,0,1.16,14200.3,0.911
33,2016,IA,Crawford,406,4,10,40,80,1.25,12607.1,0.9382
33,2016,IA,Crawford,407,4,5,160,0,1.66,15031.6,1.3321
33,2016,IA,Crawford,408,4,12,40,160,1.48,16070.6,1.2182
33,2016,IA,Crawford,409,4,13,40,200,1.4,11914.4,1.0285
33,2016,IA,Crawford,410,4,2,40,0,1.09,14131.0,0.8544
33,2016,IA,Crawford,411,4,8,280,0,1.51,14615.9,1.1989
33,2016,IA,Crawford,412,4,1,0,0,0.77,10736.8,0.5437
33,2016,IA,Crawford,413,4,11,40,120,1.53,15655.0,1.2469
33,2016,IA,Crawford,414,4,3,80,0,1.42,12399.3,1.0591
33,2016,IA,Crawford,415,4,6,200,0,1.57,16070.6,1.2923
33,2016,IA,Crawford,416,4,14,40,240,1.57,15793.5,1.2838
34,2016,IA,Story,101,1,2,40,0,1.16,15056.9,0.9315
34,2016,IA,Story,102,1,3,80,0,1.61,19928.3,1.4381
34,2016,IA,Story,103,1,9,40,40,1.31,12526.4,0.9809
34,2016,IA,Story,104,1,14,40,240,1.37,10229.9,0.9498
34,2016,IA,Story,105,1,16,80,160,1.56,14306.2,1.2286
34,2016,IA,Story,106,1,13,40,200,1.44,11758.8,1.0526
34,2016,IA,Story,107,1,10,40,80,1.38,10999.6,0.9835
34,2016,IA,Story,108,1,5,160,0,1.51,11636.5,1.0994
34,2016,IA,Story,109,1,1,0,0,0.99,10755.0,0.6996
34,2016,IA,Story,110,1,4,120,0,1.65,16910.6,1.3847
34,2016,IA,Story,111,1,12,40,160,1.28,13989.9,0.9995
34,2016,IA,Story,112,1,11,40,120,1.45,11113.5,1.0374
34,2016,IA,Story,113,1,15,80,80,1.27,10375.4,0.8852
34,2016,IA,Story,114,1,6,200,0,1.79,13428.9,1.3762
34,2016,IA,Story,115,1,7,240,0,1.9,12652.9,1.4281
34,2016,IA,Story,116,1,8,280,0,1.67,16433.6,1.3863
34,2016,IA,Story,201,2,5,160,0,1.46,10468.2,1.0211
34,2016,IA,Story,202,2,16,80,160,1.56,10229.9,1.0816
34,2016,IA,Story,203,2,7,240,0,1.64,16533.1,1.3646
34,2016,IA,Story,204,2,11,40,120,1.4,10333.2,0.9743
34,2016,IA,Story,205,2,1,0,0,0.98,8793.8,0.6415
34,2016,IA,Story,206,2,12,40,160,1.34,14614.1,1.0639
34,2016,IA,Story,207,2,9,40,40,1.44,13709.4,1.1158
34,2016,IA,Story,208,2,3,80,0,1.24,12830.0,0.937
34,2016,IA,Story,209,2,4,120,0,1.52,10628.4,1.0692
34,2016,IA,Story,210,2,10,40,80,1.25,10038.0,0.8604
34,2016,IA,Story,211,2,15,80,80,1.34,11048.1,0.9566
34,2016,IA,Story,212,2,8,280,0,1.68,13264.5,1.2856
34,2016,IA,Story,213,2,2,40,0,1.22,8962.5,0.8044
34,2016,IA,Story,214,2,13,40,200,1.25,14340.0,0.9853
34,2016,IA,Story,215,2,6,200,0,1.69,12695.1,1.2719
34,2016,IA,Story,216,2,14,40,240,1.5,12547.5,1.1239
34,2016,IA,Story,301,3,1,0,0,0.98,7958.7,0.6176
34,2016,IA,Story,302,3,9,40,40,1.1,9822.9,0.751
34,2016,IA,Story,303,3,12,40,160,1.54,8072.5,0.9758
34,2016,IA,Story,304,3,14,40,240,1.47,8570.2,0.9529
34,2016,IA,Story,305,3,6,200,0,1.61,12420.9,1.2017
34,2016,IA,Story,306,3,13,40,200,1.33,10577.8,0.9339
34,2016,IA,Story,307,3,3,80,0,1.29,10248.8,0.895
34,2016,IA,Story,308,3,16,80,160,1.45,9046.8,0.9594
34,2016,IA,Story,309,3,11,40,120,1.39,9852.4,0.95
34,2016,IA,Story,310,3,5,160,0,1.71,11902.2,1.2558
34,2016,IA,Story,311,3,7,240,0,2.04,12178.4,1.5112
34,2016,IA,Story,312,3,4,120,0,1.49,11041.8,1.0634
34,2016,IA,Story,313,3,15,80,80,1.59,10717.0,1.122
34,2016,IA,Story,314,3,10,40,80,1.42,9668.9,0.9636
34,2016,IA,Story,315,3,8,280,0,1.66,11809.4,1.2154
34,2016,IA,Story,316,3,2,40,0,1.08,7528.5,0.6664
34,2016,IA,Story,401,4,4,120,0,1.37,12404.1,1.022
34,2016,IA,Story,402,4,16,80,160,1.55,11134.6,1.1098
34,2016,IA,Story,403,4,9,40,40,1.39,9312.5,0.9299
34,2016,IA,Story,404,4,15,80,80,1.54,10647.4,1.084
34,2016,IA,Story,405,4,7,240,0,1.75,11606.9,1.2729
34,2016,IA,Story,406,4,10,40,80,1.24,10970.1,0.8828
34,2016,IA,Story,407,4,5,160,0,1.75,11809.4,1.2813
34,2016,IA,Story,408,4,12,40,160,1.8,11687.1,1.3127
34,2016,IA,Story,409,4,13,40,200,1.54,11366.5,1.1113
34,2016,IA,Story,410,4,2,40,0,1.33,9110.1,0.8824
34,2016,IA,Story,411,4,8,280,0,1.91,10329.0,1.3291
34,2016,IA,Story,412,4,1,0,0,0.76,7241.7,0.4621
34,2016,IA,Story,413,4,11,40,120,1.4,9582.5,0.9468
34,2016,IA,Story,414,4,3,80,0,1.31,10702.2,0.9239
34,2016,IA,Story,415,4,6,200,0,1.63,10577.8,1.1445
34,2016,IA,Story,416,4,14,40,240,1.77,9995.8,1.2164
35,2016,IL,Shumway,101,1,2,40,0,1.67,6077.0,0.9499
35,2016,IL,Shumway,102,1,3,80,0,1.75,6923.6,1.046
35,2016,IL,Shumway,103,1,9,40,40,1.75,7691.8,1.0887
35,2016,IL,Shumway,104,1,14,40,240,1.89,6002.1,1.07
35,2016,IL,Shumway,105,1,16,80,160,1.79,8146.2,1.1381
35,2016,IL,Shumway,106,1,13,40,200,1.98,6852.3,1.1788
35,2016,IL,Shumway,107,1,10,40,80,1.7,9088.0,1.1268
35,2016,IL,Shumway,108,1,5,160,0,1.68,9349.2,1.1256
35,2016,IL,Shumway,109,1,1,0,0,1.36,6954.2,0.8143
35,2016,IL,Shumway,110,1,4,120,0,1.59,8050.1,1.0064
35,2016,IL,Shumway,111,1,12,40,160,2.16,7581.3,1.3364
35,2016,IL,Shumway,112,1,11,40,120,1.91,7967.1,1.2042
35,2016,IL,Shumway,113,1,15,80,80,1.93,7481.7,1.1881
35,2016,IL,Shumway,114,1,6,200,0,1.59,7442.1,0.9768
35,2016,IL,Shumway,115,1,7,240,0,1.63,8926.6,1.0731
35,2016,IL,Shumway,116,1,8,280,0,2.0,10508.6,1.4008
35,2016,IL,Shumway,201,2,5,160,0,1.89,9906.4,1.2944
35,2016,IL,Shumway,202,2,16,80,160,1.78,7106.3,1.0745
35,2016,IL,Shumway,203,2,7,240,0,2.03,8250.5,1.297
35,2016,IL,Shumway,204,2,11,40,120,1.9,7164.1,1.1505
35,2016,IL,Shumway,205,2,1,0,0,1.22,6006.6,0.6909
35,2016,IL,Shumway,206,2,12,40,160,1.65,7440.8,1.0136
35,2016,IL,Shumway,207,2,9,40,40,1.77,9082.2,1.1729
35,2016,IL,Shumway,208,2,3,80,0,1.73,7652.5,1.0742
35,2016,IL,Shumway,209,2,4,120,0,1.72,6766.7,1.0192
35,2016,IL,Shumway,210,2,10,40,80,1.94,6527.0,1.1339
35,2016,IL,Shumway,211,2,15,80,80,1.86,7795.7,1.163
35,2016,IL,Shumway,212,2,8,280,0,2.13,9578.8,1.4403
35,2016,IL,Shumway,213,2,2,40,0,1.29,5747.3,0.7184
35,2016,IL,Shumway,214,2,13,40,200,1.83,6758.6,1.0839
35,2016,IL,Shumway,215,2,6,200,0,1.84,9533.0,1.2419
35,2016,IL,Shumway,216,2,14,40,240,1.75,8268.2,1.119
35,2016,IL,Shumway,301,3,1,0,0,1.6,6031.7,0.9075
35,2016,IL,Shumway,302,3,9,40,40,1.87,6650.7,1.1008
35,2016,IL,Shumway,303,3,12,40,160,2.18,5945.0,1.2297
35,2016,IL,Shumway,304,3,14,40,240,2.36,7889.6,1.4824
35,2016,IL,Shumway,305,3,6,200,0,2.4,8317.5,1.5381
35,2016,IL,Shumway,306,3,13,40,200,1.87,5207.3,1.0031
35,2016,IL,Shumway,307,3,3,80,0,1.62,7386.6,0.9924
35,2016,IL,Shumway,308,3,16,80,160,1.66,9324.3,1.1111
35,2016,IL,Shumway,309,3,11,40,120,1.93,5122.3,1.0288
35,2016,IL,Shumway,310,3,5,160,0,1.89,9642.0,1.2812
35,2016,IL,Shumway,311,3,7,240,0,2.07,9754.1,1.4094
35,2016,IL,Shumway,312,3,4,120,0,2.01,7403.1,1.2324
35,2016,IL,Shumway,313,3,15,80,80,1.73,7892.2,1.0868
35,2016,IL,Shumway,314,3,10,40,80,1.97,6544.9,1.1526
35,2016,IL,Shumway,315,3,8,280,0,1.96,7854.2,1.229
35,2016,IL,Shumway,316,3,2,40,0,1.83,8068.3,1.1593
35,2016,IL,Shumway,401,4,4,120,0,1.75,7641.3,1.086
35,2016,IL,Shumway,402,4,16,80,160,1.84,6553.5,1.0771
35,2016,IL,Shumway,403,4,9,40,40,1.82,6306.7,1.05
35,2016,IL,Shumway,404,4,15,80,80,1.81,7284.3,1.103
35,2016,IL,Shumway,405,4,7,240,0,2.15,8847.8,1.4106
35,2016,IL,Shumway,406,4,10,40,80,1.98,7291.3,1.207
35,2016,IL,Shumway,407,4,5,160,0,1.73,9115.1,1.148
35,2016,IL,Shumway,408,4,12,40,160,1.9,7122.8,1.148
35,2016,IL,Shumway,409,4,13,40,200,1.75,7053.3,1.0534
35,2016,IL,Shumway,410,4,2,40,0,1.01,8658.5,0.6572
35,2016,IL,Shumway,411,4,8,280,0,2.32,9072.9,1.5368
35,2016,IL,Shumway,412,4,1,0,0,1.16,5498.3,0.6352
35,2016,IL,Shumway,413,4,11,40,120,2.02,8002.9,1.2757
35,2016,IL,Shumway,414,4,3,80,0,1.44,7905.8,0.9052
35,2016,IL,Shumway,415,4,6,200,0,2.04,9331.7,1.3658
35,2016,IL,Shumway,416,4,14,40,240,1.59,7371.3,0.9733
36,2016,IL,Urbana,101,1,2,40,0,1.66,8653.8,1.08
36,2016,IL,Urbana,102,1,3,80,0,2.11,9596.6,1.4278
36,2016,IL,Urbana,103,1,9,40,40,2.09,9144.0,1.3885
36,2016,IL,Urbana,104,1,14,40,240,2.08,8753.4,1.3591
36,2016,IL,Urbana,105,1,16,80,160,2.36,12106.6,1.7444
36,2016,IL,Urbana,106,1,13,40,200,2.18,10202.8,1.5099
36,2016,IL,Urbana,107,1,10,40,80,2.35,11431.5,1.6995
36,2016,IL,Urbana,108,1,5,160,0,2.2,11633.9,1.6017
36,2016,IL,Urbana,109,1,1,0,0,1.35,7899.4,0.8484
36,2016,IL,Urbana,110,1,4,120,0,2.08,9813.4,1.4195
36,2016,IL,Urbana,111,1,12,40,160,2.36,11746.0,1.7244
36,2016,IL,Urbana,112,1,11,40,120,2.11,8679.1,1.3743
36,2016,IL,Urbana,113,1,15,80,80,2.23,10097.7,1.5385
36,2016,IL,Urbana,114,1,6,200,0,2.6,8898.5,1.7096
36,2016,IL,Urbana,115,1,7,240,0,2.57,9950.7,1.7632
36,2016,IL,Urbana,116,1,8,280,0,2.59,10916.9,1.8406
36,2016,IL,Urbana,201,2,5,160,0,2.01,9673.1,1.3642
36,2016,IL,Urbana,202,2,16,80,160,2.57,9654.2,1.743
36,2016,IL,Urbana,203,2,7,240,0,2.48,9088.4,1.6438
36,2016,IL,Urbana,204,2,11,40,120,2.41,10379.5,1.6801
36,2016,IL,Urbana,205,2,1,0,0,1.47,8933.2,0.968
36,2016,IL,Urbana,206,2,12,40,160,2.4,9812.0,1.6378
36,2016,IL,Urbana,207,2,9,40,40,1.63,8881.0,1.071
36,2016,IL,Urbana,208,2,3,80,0,1.81,9995.5,1.2439
36,2016,IL,Urbana,209,2,4,120,0,2.01,10996.2,1.4323
36,2016,IL,Urbana,210,2,10,40,80,2.24,10726.3,1.5812
36,2016,IL,Urbana,211,2,15,80,80,2.13,8483.4,1.3753
36,2016,IL,Urbana,212,2,8,280,0,2.59,10344.4,1.8033
36,2016,IL,Urbana,213,2,2,40,0,1.47,9737.9,1.0003
36,2016,IL,Urbana,214,2,13,40,200,2.61,8962.6,1.7208
36,2016,IL,Urbana,215,2,6,200,0,2.29,10409.1,1.5982
36,2016,IL,Urbana,216,2,14,40,240,2.24,9904.6,1.5341
36,2016,IL,Urbana,301,3,1,0,0,1.47,7043.3,0.8844
36,2016,IL,Urbana,302,3,9,40,40,1.55,8987.1,1.023
36,2016,IL,Urbana,303,3,12,40,160,2.14,10392.4,1.4926
36,2016,IL,Urbana,304,3,14,40,240,2.12,9608.0,1.4352
36,2016,IL,Urbana,305,3,6,200,0,2.17,10676.2,1.5291
36,2016,IL,Urbana,306,3,13,40,200,2.07,10219.9,1.4346
36,2016,IL,Urbana,307,3,3,80,0,1.85,9511.6,1.2476
36,2016,IL,Urbana,308,3,16,80,160,2.15,12395.9,1.6035
36,2016,IL,Urbana,309,3,11,40,120,2.59,10797.5,1.8329
36,2016,IL,Urbana,310,3,5,160,0,2.53,9647.2,1.7154
36,2016,IL,Urbana,311,3,7,240,0,2.42,8884.0,1.5902
36,2016,IL,Urbana,312,3,4,120,0,2.22,8680.6,1.446
36,2016,IL,Urbana,313,3,15,80,80,2.39,9694.4,1.6235
36,2016,IL,Urbana,314,3,10,40,80,2.11,8967.5,1.3915
36,2016,IL,Urbana,315,3,8,280,0,2.62,9855.2,1.7909
36,2016,IL,Urbana,316,3,2,40,0,2.1,9264.5,1.4021
36,2016,IL,Urbana,401,4,4,120,0,2.32,10880.0,1.6466
36,2016,IL,Urbana,402,4,16,80,160,2.67,11042.0,1.9057
36,2016,IL,Urbana,403,4,9,40,40,1.78,8897.2,1.1703
36,2016,IL,Urbana,404,4,15,80,80,2.31,9392.2,1.5504
36,2016,IL,Urbana,405,4,7,240,0,2.44,8933.5,1.6068
36,2016,IL,Urbana,406,4,10,40,80,2.24,10146.8,1.5482
36,2016,IL,Urbana,407,4,5,160,0,2.27,10145.3,1.5688
36,2016,IL,Urbana,408,4,12,40,160,2.21,8937.6,1.4556
36,2016,IL,Urbana,409,4,13,40,200,2.45,8421.9,1.5776
36,2016,IL,Urbana,410,4,2,40,0,1.76,8384.4,1.1314
36,2016,IL,Urbana,411,4,8,280,0,2.39,9326.8,1.5998
36,2016,IL,Urbana,412,4,1,0,0,1.71,7521.5,1.0548
36,2016,IL,Urbana,413,4,11,40,120,2.03,10340.4,1.4132
36,2016,IL,Urbana,414,4,3,80,0,2.28,10220.9,1.5802
36,2016,IL,Urbana,415,4,6,200,0,2.36,9488.4,1.5901
36,2016,IL,Urbana,416,4,14,40,240,2.36,11389.5,1.7043
37,2016,IN,Loam,101,1,2,40,0,1.33,10190.4,0.9207
37,2016,IN,Loam,102,1,3,80,0,1.35,11416.0,0.9758
37,2016,IN,Loam,103,1,9,40,40,1.2,9321.5,0.8031
37,2016,IN,Loam,104,1,14,40,240,1.49,11897.6,1.094
37,2016,IN,Loam,105,1,16,80,160,1.47,12654.0,1.1049
37,2016,IN,Loam,106,1,13,40,200,1.54,13551.3,1.1881
37,2016,IN,Loam,107,1,10,40,80,1.45,10684.2,1.022
37,2016,IN,Loam,108,1,5,160,0,1.37,11864.0,1.0049
37,2016,IN,Loam,109,1,1,0,0,0.83,7504.9,0.5115
37,2016,IN,Loam,110,1,4,120,0,1.32,11343.9,0.9518
37,2016,IN,Loam,111,1,12,40,160,1.33,9867.0,0.9095
37,2016,IN,Loam,112,1,11,40,120,1.39,9569.1,0.9396
37,2016,IN,Loam,113,1,15,80,80,1.38,9702.9,0.9377
37,2016,IN,Loam,114,1,6,200,0,1.44,14169.8,1.1299
37,2016,IN,Loam,115,1,7,240,0,1.48,11779.6,1.0826
37,2016,IN,Loam,116,1,8,280,0,1.56,13219.3,1.1922
37,2016,IN,Loam,201,2,5,160,0,1.46,14747.4,1.1632
37,2016,IN,Loam,202,2,16,80,160,1.61,11940.5,1.1838
37,2016,IN,Loam,203,2,7,240,0,1.48,12668.4,1.1129
37,2016,IN,Loam,204,2,11,40,120,1.48,10598.4,1.04
37,2016,IN,Loam,205,2,1,0,0,0.88,9814.4,0.6006
37,2016,IN,Loam,206,2,12,40,160,1.5,11690.4,1.0941
37,2016,IN,Loam,207,2,9,40,40,1.35,11163.9,0.9676
37,2016,IN,Loam,208,2,3,80,0,1.28,11942.3,0.9412
37,2016,IN,Loam,209,2,4,120,0,1.29,12623.8,0.9688
37,2016,IN,Loam,210,2,10,40,80,1.31,11237.4,0.9412
37,2016,IN,Loam,211,2,15,80,80,1.38,9127.0,0.9162
37,2016,IN,Loam,212,2,8,280,0,1.69,11656.5,1.2313
37,2016,IN,Loam,213,2,2,40,0,1.1,10479.0,0.7696
37,2016,IN,Loam,214,2,13,40,200,1.47,9595.5,0.9947
37,2016,IN,Loam,215,2,6,200,0,1.38,11788.6,1.0097
37,2016,IN,Loam,216,2,14,40,240,1.4,10919.1,0.995
37,2016,IN,Loam,301,3,1,0,0,0.87,8189.0,0.5543
37,2016,IN,Loam,302,3,9,40,40,1.27,10571.6,0.8916
37,2016,IN,Loam,303,3,12,40,160,1.47,12813.9,1.1102
37,2016,IN,Loam,304,3,14,40,240,1.4,13987.3,1.0932
37,2016,IN,Loam,305,3,6,200,0,1.43,12952.3,1.0844
37,2016,IN,Loam,306,3,13,40,200,1.38,12541.7,1.0338
37,2016,IN,Loam,307,3,3,80,0,1.35,12622.9,1.0138
37,2016,IN,Loam,308,3,16,80,160,1.38,12565.7,1.0345
37,2016,IN,Loam,309,3,11,40,120,1.37,10944.8,0.9745
37,2016,IN,Loam,310,3,5,160,0,1.27,11543.7,0.9219
37,2016,IN,Loam,311,3,7,240,0,1.41,12169.1,1.0442
37,2016,IN,Loam,312,3,4,120,0,1.25,11854.9,0.9166
37,2016,IN,Loam,313,3,15,80,80,1.44,11458.5,1.0423
37,2016,IN,Loam,314,3,10,40,80,1.35,12973.4,1.0244
37,2016,IN,Loam,315,3,8,280,0,1.4,12500.8,1.0475
37,2016,IN,Loam,316,3,2,40,0,1.04,10093.8,0.7174
37,2016,IN,Loam,401,4,4,120,0,1.39,12389.2,1.0364
37,2016,IN,Loam,402,4,16,80,160,1.6,11135.1,1.1456
37,2016,IN,Loam,403,4,9,40,40,1.25,12450.8,0.9338
37,2016,IN,Loam,404,4,15,80,80,1.41,12964.2,1.0696
37,2016,IN,Loam,405,4,7,240,0,1.42,13247.8,1.0861
37,2016,IN,Loam,406,4,10,40,80,1.28,13363.7,0.9823
37,2016,IN,Loam,407,4,5,160,0,1.35,11606.7,0.982
37,2016,IN,Loam,408,4,12,40,160,1.41,10871.1,1.0004
37,2016,IN,Loam,409,4,13,40,200,1.41,9582.5,0.9536
37,2016,IN,Loam,410,4,2,40,0,1.02,10731.4,0.7202
37,2016,IN,Loam,411,4,8,280,0,1.51,10801.7,1.0688
37,2016,IN,Loam,412,4,1,0,0,0.85,8578.2,0.5512
37,2016,IN,Loam,413,4,11,40,120,1.42,10563.0,0.9966
37,2016,IN,Loam,414,4,3,80,0,1.31,11063.9,0.9357
37,2016,IN,Loam,415,4,6,200,0,1.35,12177.9,1.0001
37,2016,IN,Loam,416,4,14,40,240,1.39,10943.2,0.9887
38,2016,IN,Sand,101,1,2,40,0,1.32,11087.2,0.9436
38,2016,IN,Sand,102,1,3,80,0,1.32,13833.3,1.0264
38,2016,IN,Sand,103,1,9,40,40,1.49,13093.8,1.1346
38,2016,IN,Sand,104,1,14,40,240,1.56,12566.0,1.1695
38,2016,IN,Sand,105,1,16,80,160,1.64,12690.0,1.2341
38,2016,IN,Sand,106,1,13,40,200,1.61,13272.7,1.2323
38,2016,IN,Sand,107,1,10,40,80,1.62,12638.6,1.2171
38,2016,IN,Sand,108,1,5,160,0,1.69,14189.6,1.3268
38,2016,IN,Sand,109,1,1,0,0,1.08,10854.9,0.7658
38,2016,IN,Sand,110,1,4,120,0,1.57,13293.2,1.2024
38,2016,IN,Sand,111,1,12,40,160,1.53,11227.1,1.0989
38,2016,IN,Sand,112,1,11,40,120,1.59,10501.7,1.1134
38,2016,IN,Sand,113,1,15,80,80,1.49,12581.4,1.1175
38,2016,IN,Sand,114,1,6,200,0,1.62,13638.2,1.2528
38,2016,IN,Sand,115,1,7,240,0,1.89,11658.5,1.3771
38,2016,IN,Sand,116,1,8,280,0,1.79,13697.6,1.3866
38,2016,IN,Sand,201,2,5,160,0,1.63,10714.1,1.1501
38,2016,IN,Sand,202,2,16,80,160,1.55,11038.1,1.1061
38,2016,IN,Sand,203,2,7,240,0,1.82,12657.4,1.3682
38,2016,IN,Sand,204,2,11,40,120,1.62,9417.6,1.0884
38,2016,IN,Sand,205,2,1,0,0,1.11,8799.3,0.7268
38,2016,IN,Sand,206,2,12,40,160,1.52,10727.3,1.073
38,2016,IN,Sand,207,2,9,40,40,1.54,9819.7,1.0512
38,2016,IN,Sand,208,2,3,80,0,1.72,10443.1,1.2019
38,2016,IN,Sand,209,2,4,120,0,1.52,11162.3,1.0893
38,2016,IN,Sand,210,2,10,40,80,1.55,10976.3,1.1038
38,2016,IN,Sand,211,2,15,80,80,1.56,11055.5,1.1139
38,2016,IN,Sand,212,2,8,280,0,1.81,10505.6,1.2676
38,2016,IN,Sand,213,2,2,40,0,1.52,9337.7,1.0179
38,2016,IN,Sand,214,2,13,40,200,1.7,9487.2,1.1453
38,2016,IN,Sand,215,2,6,200,0,1.71,11140.3,1.2246
38,2016,IN,Sand,216,2,14,40,240,1.74,9597.3,1.1774
38,2016,IN,Sand,301,3,1,0,0,1.1,8024.5,0.6954
38,2016,IN,Sand,302,3,9,40,40,1.47,10221.5,1.0188
38,2016,IN,Sand,303,3,12,40,160,1.66,11617.4,1.2079
38,2016,IN,Sand,304,3,14,40,240,1.7,10785.5,1.2025
38,2016,IN,Sand,305,3,6,200,0,1.58,11787.0,1.156
38,2016,IN,Sand,306,3,13,40,200,1.65,9992.0,1.1338
38,2016,IN,Sand,307,3,3,80,0,1.49,11383.6,1.0758
38,2016,IN,Sand,308,3,16,80,160,1.58,10619.8,1.1111
38,2016,IN,Sand,309,3,11,40,120,1.6,11543.5,1.1614
38,2016,IN,Sand,310,3,5,160,0,1.66,12123.5,1.2276
38,2016,IN,Sand,311,3,7,240,0,1.68,11817.2,1.2304
38,2016,IN,Sand,312,3,4,120,0,1.55,13421.8,1.1914
38,2016,IN,Sand,313,3,15,80,80,1.74,10884.1,1.2351
38,2016,IN,Sand,314,3,10,40,80,1.58,12059.3,1.1661
38,2016,IN,Sand,315,3,8,280,0,1.82,10764.4,1.2865
38,2016,IN,Sand,316,3,2,40,0,1.35,10276.8,0.9376
38,2016,IN,Sand,401,4,4,120,0,1.78,11611.3,1.2949
38,2016,IN,Sand,402,4,16,80,160,1.69,12806.5,1.2761
38,2016,IN,Sand,403,4,9,40,40,1.48,9738.6,1.0071
38,2016,IN,Sand,404,4,15,80,80,1.63,12892.8,1.2339
38,2016,IN,Sand,405,4,7,240,0,1.65,12741.0,1.2435
38,2016,IN,Sand,406,4,10,40,80,1.69,11636.5,1.2305
38,2016,IN,Sand,407,4,5,160,0,1.68,11068.0,1.2001
38,2016,IN,Sand,408,4,12,40,160,1.62,10891.2,1.1502
38,2016,IN,Sand,409,4,13,40,200,1.74,11161.2,1.247
38,2016,IN,Sand,410,4,2,40,0,1.42,9430.1,0.9545
38,2016,IN,Sand,411,4,8,280,0,1.66,11575.8,1.2062
38,2016,IN,Sand,412,4,1,0,0,1.14,8463.4,0.7354
38,2016,IN,Sand,413,4,11,40,120,1.58,10745.0,1.1161
38,2016,IN,Sand,414,4,3,80,0,1.32,10158.7,0.9127
38,2016,IN,Sand,415,4,6,200,0,1.69,11995.9,1.2448
38,2016,IN,Sand,416,4,14,40,240,1.67,9902.7,1.1436
